"NOMBRE","ACTIVIDAD","DIRECCION","X","X.1","origin","DIRECCION.CLEAN","regexp","calle","numero"
"ED LAZARA GUIA DEL ESTUDIANTE","EDITORIAL","PRINGLES 160",NA,NA,"D2","pringles 160","^([a-z ]*)([0-9]+)","pringles","160"
"LETEMENDIA CASA EDITORA","EDITORIAL","FLORIDA 336",NA,NA,"D2","florida 336","^([a-z ]*)([0-9]+)","florida","336"
"EDICIONES QUIPU","EDITORIAL","BONIFACIO, JOSE 2434",NA,NA,"D2","bonifacio jose 2434","^([a-z ]*)([0-9]+)","bonifacio jose","2434"
"LIBROS DEL ZORZAL","EDITORIAL","TUCUMAN 3350",NA,NA,"D2","tucuman 3350","^([a-z ]*)([0-9]+)","tucuman","3350"
"EDITORIAL LOSADA","EDITORIAL","MORENO 3362",NA,NA,"D2","moreno 3362","^([a-z ]*)([0-9]+)","moreno","3362"
"EDITORIAL GALERNA","EDITORIAL","LAMBARE 893",NA,NA,"D2","lambare 893","^([a-z ]*)([0-9]+)","lambare","893"
"HAMMURABI EDITORIAL S.R.L.","EDITORIAL","TALCAHUANO 481",NA,NA,"D2","talcahuano 481","^([a-z ]*)([0-9]+)","talcahuano","481"
"HELIASTA EDITORIAL","EDITORIAL","JUNCAL 3451",NA,NA,"D2","juncal 3451","^([a-z ]*)([0-9]+)","juncal","3451"
"EDITORIAL HOLA CHICOS","EDITORIAL","CALLAO AV. 1121",NA,NA,"D2","callao av 1121","^([a-z ]*)([0-9]+)","callao av","1121"
"GRUPO EDITOR VESTALES","EDITORIAL","CANTILO, JOSE LUIS 4200",NA,NA,"D2","cantilo jose luis 4200","^([a-z ]*)([0-9]+)","cantilo jose luis","4200"
"NEW GATE TRAVEL MEDIA","EDITORIAL","VIAMONTE 723",NA,NA,"D2","viamonte 723","^([a-z ]*)([0-9]+)","viamonte","723"
"JORGE BAUDINO EDICIONES","EDITORIAL","FRAY CAYETANO RODRIGUEZ 885",NA,NA,"D2","fray cayetano rodriguez 885","^([a-z ]*)([0-9]+)","fray cayetano rodriguez","885"
"EDICIONES EN DANZA","EDITORIAL","JOVELLANOS, GASPAR M. DE 1068",NA,NA,"D2","jovellanos gaspar m de 1068","^([a-z ]*)([0-9]+)","jovellanos gaspar m de","1068"
"KIER","EDITORIAL","SANTA FE AV. 1260",NA,NA,"D2","santa fe av 1260","^([a-z ]*)([0-9]+)","santa fe av","1260"
"LIBRERIA ETERNA CADENCIA","LIBRERIA","HONDURAS 5574",NA,NA,"D2","honduras 5574","^([a-z ]*)([0-9]+)","honduras","5574"
"GRUPO EDITORIAL TEMAS","EDITORIAL","CERRITO 136",NA,NA,"D2","cerrito 136","^([a-z ]*)([0-9]+)","cerrito","136"
"EUDEBA","EDITORIAL","RIVADAVIA AV. 1571",NA,NA,"D2","rivadavia av 1571","^([a-z ]*)([0-9]+)","rivadavia av","1571"
"EUROS EDITORES","EDITORIAL","CONGRESO AV. 4744",NA,NA,"D2","congreso av 4744","^([a-z ]*)([0-9]+)","congreso av","4744"
"INSTITUTO DE PUBLICACIONES NAVALES","EDITORIAL","FLORIDA 971",NA,NA,"D2","florida 971","^([a-z ]*)([0-9]+)","florida","971"
"LIBRERIA-EDITORIAL CRISTIANA. FUNDACION CRISTIANA DE EVANGELIZACION.","EDITORIAL","MAIPU 466",NA,NA,"D2","maipu 466","^([a-z ]*)([0-9]+)","maipu","466"
"NUEVA SOCIEDAD - DEMOCRACIA Y POLITICA EN AMERICA LATINA","EDITORIAL","DEFENSA 1111",NA,NA,"D2","defensa 1111","^([a-z ]*)([0-9]+)","defensa","1111"
"EDITORIAL ERREPAR","EDITORIAL","PARANA 725",NA,NA,"D2","parana 725","^([a-z ]*)([0-9]+)","parana","725"
"FUNDACION MUNDO NUEVO","EDITORIAL","CALLAO AV. 1870",NA,NA,"D2","callao av 1870","^([a-z ]*)([0-9]+)","callao av","1870"
"EDITORIAL OCEANO ARGENTINA","EDITORIAL","PELLEGRINI, CARLOS 855",NA,NA,"D2","pellegrini carlos 855","^([a-z ]*)([0-9]+)","pellegrini carlos","855"
"GRAFICA SUR EDITORA SRL","EDITORIAL","MEXICO 1448",NA,NA,"D2","mexico 1448","^([a-z ]*)([0-9]+)","mexico","1448"
"ADRIANA HIDALGO EDITORIAL","EDITORIAL","VITTORIA FRANCISCO DE 2324",NA,NA,"D2","vittoria francisco de 2324","^([a-z ]*)([0-9]+)","vittoria francisco de","2324"
"ANSWER JUST TIME S.R.L.","EDITORIAL","SUIPACHA 987",NA,NA,"D2","suipacha 987","^([a-z ]*)([0-9]+)","suipacha","987"
"GRAM EDITORA","EDITORIAL","COCHABAMBA 1652",NA,NA,"D2","cochabamba 1652","^([a-z ]*)([0-9]+)","cochabamba","1652"
"GRAN ALDEA EDITORES","EDITORIAL","CAMARONES 1762",NA,NA,"D2","camarones 1762","^([a-z ]*)([0-9]+)","camarones","1762"
"UTILISIMA SATELITAL","PRODUCTORA AUDIOVISUAL","PIEDRAS 1080",NA,NA,"D2","piedras 1080","^([a-z ]*)([0-9]+)","piedras","1080"
"GRUPO CLASA - CULTURAL LIBRERA AMERICANA S.A.","EDITORIAL","BELGRANO AV. 1494",NA,NA,"D2","belgrano av 1494","^([a-z ]*)([0-9]+)","belgrano av","1494"
"EDITORIAL GUADAL - EL GATO DE HOJALATA","EDITORIAL","DE MAYO AV. 1209",NA,NA,"D2","de mayo av 1209","^([a-z ]*)([0-9]+)","de mayo av","1209"
"EDITORIAL GUADALUPE","EDITORIAL","MANSILLA, LUCIO NORBERTO, GENERAL 3865",NA,NA,"D2","mansilla lucio norberto general 3865","^([a-z ]*)([0-9]+)","mansilla lucio norberto general","3865"
"HASA EDITORIAL HISPANOAMERICANA","EDITORIAL","SAN JUAN AV. 1338",NA,NA,"D2","san juan av 1338","^([a-z ]*)([0-9]+)","san juan av","1338"
"EDITORIAL Y REVISTA TOPIA","EDITORIAL","GUTIERREZ, JUAN MARIA 3809",NA,NA,"D2","gutierrez juan maria 3809","^([a-z ]*)([0-9]+)","gutierrez juan maria","3809"
"AKADIA LIBRERIA Y EDITORIAL","LIBRERIA","PARAGUAY 2078",NA,NA,"D2","paraguay 2078","^([a-z ]*)([0-9]+)","paraguay","2078"
"EDITORIAL ARGENTA","EDITORIAL","CORRIENTES AV. 1250",NA,NA,"D2","corrientes av 1250","^([a-z ]*)([0-9]+)","corrientes av","1250"
"ASUNTO IMPRESO EDICIONES","EDITORIAL","RIVAROLA, RODOLFO, DR. 115",NA,NA,"D2","rivarola rodolfo dr 115","^([a-z ]*)([0-9]+)","rivarola rodolfo dr","115"
"EDICIONES DEL SIGNO","EDITORIAL","ALVAREZ, JULIAN 2844",NA,NA,"D2","alvarez julian 2844","^([a-z ]*)([0-9]+)","alvarez julian","2844"
"MUSEO DE ARTE LATINOAMERICANO DE BUENOS AIRES (MALBA)","MUSEO","FIGUEROA ALCORTA, PRES. AV. 3415",NA,NA,"D2","figueroa alcorta pres av 3415","^([a-z ]*)([0-9]+)","figueroa alcorta pres av","3415"
"1960 TIERRA ADENTRO","LIBRERIA","RUSSEL 5017",NA,NA,"D2","russel 5017","^([a-z ]*)([0-9]+)","russel","5017"
"MUNDO HISPANO","LIBRERIA","RIVADAVIA AV. 3474",NA,NA,"D2","rivadavia av 3474","^([a-z ]*)([0-9]+)","rivadavia av","3474"
"ABC LIBRERIAS","LIBRERIA","LOPE DE VEGA AV. 3128",NA,NA,"D2","lope de vega av 3128","^([a-z ]*)([0-9]+)","lope de vega av","3128"
"ABRAXAS","LIBRERIA","PARAGUAY 3964",NA,NA,"D2","paraguay 3964","^([a-z ]*)([0-9]+)","paraguay","3964"
"ACCION","LIBRERIA","MORENO 457",NA,NA,"D2","moreno 457","^([a-z ]*)([0-9]+)","moreno","457"
"ACME AGENCY. CASA CENTRAL.","LIBRERIA","SUIPACHA 245",NA,NA,"D2","suipacha 245","^([a-z ]*)([0-9]+)","suipacha","245"
"AD-HOC VILLELA EDITOR","LIBRERIA","VIAMONTE 1450",NA,NA,"D2","viamonte 1450","^([a-z ]*)([0-9]+)","viamonte","1450"
"AGAPE LIBROS","LIBRERIA","ESMERALDA 755",NA,NA,"D2","esmeralda 755","^([a-z ]*)([0-9]+)","esmeralda","755"
"AGAPE LIBROS. SUCURSAL VILLA DEVOTO.","LIBRERIA","CUBAS, JOSE 3469",NA,NA,"D2","cubas jose 3469","^([a-z ]*)([0-9]+)","cubas jose","3469"
"AGROPECUARIA","LIBRERIA","PASTEUR 743",NA,NA,"D2","pasteur 743","^([a-z ]*)([0-9]+)","pasteur","743"
"AGUILAR LIBRERIA","LIBRERIA","BLANCO ENCALADA 2376",NA,NA,"D2","blanco encalada 2376","^([a-z ]*)([0-9]+)","blanco encalada","2376"
"ALBERTO CASARES","LIBRERIA","SUIPACHA 521",NA,NA,"D2","suipacha 521","^([a-z ]*)([0-9]+)","suipacha","521"
"EL ALEPH","LIBRERIA","CORRIENTES AV. 4790",NA,NA,"D2","corrientes av 4790","^([a-z ]*)([0-9]+)","corrientes av","4790"
"ALETHEIA","LIBRERIA","FLORIDA 835",NA,NA,"D2","florida 835","^([a-z ]*)([0-9]+)","florida","835"
"LIBRERIA Y EDITORIAL ALSINA","LIBRERIA","PARANA 137",NA,NA,"D2","parana 137","^([a-z ]*)([0-9]+)","parana","137"
"LIBRERIA DEL ALUMNO","LIBRERIA","MITRE, BARTOLOME 2101",NA,NA,"D2","mitre bartolome 2101","^([a-z ]*)([0-9]+)","mitre bartolome","2101"
"ANDORRA","LIBRERIA","MITRE, BARTOLOME 2109",NA,NA,"D2","mitre bartolome 2109","^([a-z ]*)([0-9]+)","mitre bartolome","2109"
"ANTAMI LIBROS","LIBRERIA","PICHINCHA 45",NA,NA,"D2","pichincha 45","^([a-z ]*)([0-9]+)","pichincha","45"
"LIBRERIA DE ANTAÑO","LIBRERIA","LIBERTAD 1236",NA,NA,"D2","libertad 1236","^([a-z ]*)([0-9]+)","libertad","1236"
"LIBRERIA ANTICUARIA EDGARDO HENSCHEL","LIBRERIA","RECONQUISTA 533",NA,NA,"D2","reconquista 533","^([a-z ]*)([0-9]+)","reconquista","533"
"LIBRERIA ANTIGONA. SUCURSAL CENTRO CULTURAL DE LA COOPERACION.","LIBRERIA","CORRIENTES AV. 1543",NA,NA,"D2","corrientes av 1543","^([a-z ]*)([0-9]+)","corrientes av","1543"
"LIBERARTE BODEGA CULTURAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1555",NA,NA,"D2","corrientes av 1555","^([a-z ]*)([0-9]+)","corrientes av","1555"
"LIBRERIA ANTIGONA. SUCURSAL CALLAO.","LIBRERIA","CALLAO AV. 737",NA,NA,"D2","callao av 737","^([a-z ]*)([0-9]+)","callao av","737"
"ANTIGUA","LIBRERIA","RIVADAVIA AV. 1175",NA,NA,"D2","rivadavia av 1175","^([a-z ]*)([0-9]+)","rivadavia av","1175"
"APLICACION TRIBUTARIA S.A.","LIBRERIA","VIAMONTE 1550",NA,NA,"D2","viamonte 1550","^([a-z ]*)([0-9]+)","viamonte","1550"
"LIBRERIA CORDOBA - ""APUNTES"" LIBROS","LIBRERIA","PARANA 1013",NA,NA,"D2","parana 1013","^([a-z ]*)([0-9]+)","parana","1013"
"AQUILEA","LIBRERIA","CORRIENTES AV. 2008",NA,NA,"D2","corrientes av 2008","^([a-z ]*)([0-9]+)","corrientes av","2008"
"ARCADIA LIBROS","LIBRERIA","ALVEAR, MARCELO T. DE 1548",NA,NA,"D2","alvear marcelo t de 1548","^([a-z ]*)([0-9]+)","alvear marcelo t de","1548"
"ASUNTO IMPRESO","LIBRERIA","RIVAROLA, RODOLFO, DR. 153",NA,NA,"D2","rivarola rodolfo dr 153","^([a-z ]*)([0-9]+)","rivarola rodolfo dr","153"
"ASUNTO IMPRESO. SUCURSAL PERU.","LIBRERIA","PERU 1064",NA,NA,"D2","peru 1064","^([a-z ]*)([0-9]+)","peru","1064"
"EL ATENEO. SUCURSAL SANTA FE.","LIBRERIA","SANTA FE AV. 1860",NA,NA,"D2","santa fe av 1860","^([a-z ]*)([0-9]+)","santa fe av","1860"
"EL ATENEO. SUCURSAL CABILDO.","LIBRERIA","CABILDO AV. 2093",NA,NA,"D2","cabildo av 2093","^([a-z ]*)([0-9]+)","cabildo av","2093"
"EL ATENEO. SUCURSAL FLORIDA.","LIBRERIA","FLORIDA 340",NA,NA,"D2","florida 340","^([a-z ]*)([0-9]+)","florida","340"
"EL ATENEO. SUCURSAL FLORIDA II.","LIBRERIA","FLORIDA 629",NA,NA,"D2","florida 629","^([a-z ]*)([0-9]+)","florida","629"
"EL AVE FENIX","LIBRERIA","PUEYRREDON AV. 1753",NA,NA,"D2","pueyrredon av 1753","^([a-z ]*)([0-9]+)","pueyrredon av","1753"
"LA LIBRERIA DE AVILA","LIBRERIA","ALSINA, ADOLFO 500",NA,NA,"D2","alsina adolfo 500","^([a-z ]*)([0-9]+)","alsina adolfo","500"
"EL BANQUETE. SUCURSAL CABILDO.","LIBRERIA","CABILDO AV. 1107",NA,NA,"D2","cabildo av 1107","^([a-z ]*)([0-9]+)","cabildo av","1107"
"LA BARCA LIBROS","LIBRERIA","SCALABRINI ORTIZ, RAUL 3048",NA,NA,"D2","scalabrini ortiz raul 3048","^([a-z ]*)([0-9]+)","scalabrini ortiz raul","3048"
"BECA","LIBRERIA","LEBENSOHN, MOISES 914",NA,NA,"D2","lebensohn moises 914","^([a-z ]*)([0-9]+)","lebensohn moises","914"
"BEKER LIBROS","LIBRERIA","LAVALLE 2040",NA,NA,"D2","lavalle 2040","^([a-z ]*)([0-9]+)","lavalle","2040"
"BIBLIOTERAPIA","LIBRERIA","SAN MARTIN AV. 2392",NA,NA,"D2","san martin av 2392","^([a-z ]*)([0-9]+)","san martin av","2392"
"LIBRERIA BIBLOS","LIBRERIA","PUAN 378",NA,NA,"D2","puan 378","^([a-z ]*)([0-9]+)","puan","378"
"BOLSA DEL LIBRO CUARTO INTERMEDIO","LIBRERIA","TUCUMAN 1438",NA,NA,"D2","tucuman 1438","^([a-z ]*)([0-9]+)","tucuman","1438"
"BOOK CENTER","LIBRERIA","JUNIN 84",NA,NA,"D2","junin 84","^([a-z ]*)([0-9]+)","junin","84"
"LIBROS DEL PASAJE","LIBRERIA","THAMES 1762",NA,NA,"D2","thames 1762","^([a-z ]*)([0-9]+)","thames","1762"
"BRUJAS","LIBRERIA","RODRIGUEZ PE�A 429",NA,NA,"D2",NA,"",NA,NA
"BUENOS AIRES BOOKS","LIBRERIA","SALTA 742",NA,NA,"D2","salta 742","^([a-z ]*)([0-9]+)","salta","742"
"BUENOS AIRES BOOKS. SUCURSAL URIBURU.","LIBRERIA","URIBURU JOSE E., PRES. 637",NA,NA,"D2","uriburu jose e pres 637","^([a-z ]*)([0-9]+)","uriburu jose e pres","637"
"LOS CACHORROS","LIBRERIA","DIAZ VELEZ AV. 5011",NA,NA,"D2","diaz velez av 5011","^([a-z ]*)([0-9]+)","diaz velez av","5011"
"CADAQUES","LIBRERIA","SCALABRINI ORTIZ, RAUL AV. 181",NA,NA,"D2","scalabrini ortiz raul av 181","^([a-z ]*)([0-9]+)","scalabrini ortiz raul av","181"
"CALEIDOSCOPIO","LIBRERIA","ECHEVERRIA 3268",NA,NA,"D2","echeverria 3268","^([a-z ]*)([0-9]+)","echeverria","3268"
"CAPITULO DOS","LIBRERIA","CABELLO 3615",NA,NA,"D2","cabello 3615","^([a-z ]*)([0-9]+)","cabello","3615"
"CASA MARIO","LIBRERIA","ALBERDI, JUAN BAUTISTA AV. 6694",NA,NA,"D2","alberdi juan bautista av 6694","^([a-z ]*)([0-9]+)","alberdi juan bautista av","6694"
"CASASSA Y LORENZO LIBREROS. CASA CENTRAL.","LIBRERIA","ALVAREZ JONTE AV. 4461",NA,NA,"D2","alvarez jonte av 4461","^([a-z ]*)([0-9]+)","alvarez jonte av","4461"
"CASASSA Y LORENZO LIBREROS. SUCURSAL CUENCA.","LIBRERIA","CUENCA 3285",NA,NA,"D2","cuenca 3285","^([a-z ]*)([0-9]+)","cuenca","3285"
"CLUB PREMIER","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CAMPICHUELO 472",NA,NA,"D2","campichuelo 472","^([a-z ]*)([0-9]+)","campichuelo","472"
"TANGO PORTEÑO","MILONGA Y/O TANGUERIA","CERRITO 570",NA,NA,"D2","cerrito 570","^([a-z ]*)([0-9]+)","cerrito","570"
"BIBLIOTECA ""DR. VICTOR RAUL MAITELLO"" DE LA ASOCIACION NEFROLOGICA DE BUENOS AIRES","BIBLIOTECA","GASCON 88",NA,NA,"D2","gascon 88","^([a-z ]*)([0-9]+)","gascon","88"
"ESPACIO ARTISTICO COLETTE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1660",NA,NA,"D2","corrientes av 1660","^([a-z ]*)([0-9]+)","corrientes av","1660"
"CINE ARTEPLEX DEL PARQUE","CINE","CUENCA 3035",NA,NA,"D2","cuenca 3035","^([a-z ]*)([0-9]+)","cuenca","3035"
"CINE ARTEPLEX CENTRO","CINE","SAENZ PE�A, ROQUE, PRES. AV. 1150",NA,NA,"D2",NA,"",NA,NA
"MILES DISCOS","DISQUERIA","HONDURAS 4912",NA,NA,"D2","honduras 4912","^([a-z ]*)([0-9]+)","honduras","4912"
"CENTRO CULTURAL FLOR DEL CEIBO","CENTRO CULTURAL","IRIARTE, GRAL. AV. 3463",NA,NA,"D2","iriarte gral av 3463","^([a-z ]*)([0-9]+)","iriarte gral av","3463"
"CENTRO CULTURAL TORQUATO TASSO","BAR CULTURAL","DEFENSA 1575",NA,NA,"D2","defensa 1575","^([a-z ]*)([0-9]+)","defensa","1575"
"DEL RIACHUELO ESPACIO DE ARTE","GALERIA DE ARTE","DON PEDRO DE MENDOZA AV. 1887",NA,NA,"D2","don pedro de mendoza av 1887","^([a-z ]*)([0-9]+)","don pedro de mendoza av","1887"
"EL CAMARIN DE LAS MUSAS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BRAVO, MARIO 960",NA,NA,"D2","bravo mario 960","^([a-z ]*)([0-9]+)","bravo mario","960"
"LA CARPINTERIA TEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","JAURES, JEAN 858",NA,NA,"D2","jaures jean 858","^([a-z ]*)([0-9]+)","jaures jean","858"
"ESPACIO CALLEJON","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","HUMAHUACA 3759",NA,NA,"D2","humahuaca 3759","^([a-z ]*)([0-9]+)","humahuaca","3759"
"EL EXTRANJERO TEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","GOMEZ, VALENTIN 3378",NA,NA,"D2","gomez valentin 3378","^([a-z ]*)([0-9]+)","gomez valentin","3378"
"EL KAFKA ESPACIO TEATRAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","LAMBARE 866",NA,NA,"D2","lambare 866","^([a-z ]*)([0-9]+)","lambare","866"
"PROSCENIO. ESCUELA DE TEATRO MUSICAL.","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","CABILDO AV. 2857",NA,NA,"D2","cabildo av 2857","^([a-z ]*)([0-9]+)","cabildo av","2857"
"TEATRO APOLO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1372",NA,NA,"D2","corrientes av 1372","^([a-z ]*)([0-9]+)","corrientes av","1372"
"LA CLAC SALA TEATRAL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","DE MAYO AV. 1158",NA,NA,"D2","de mayo av 1158","^([a-z ]*)([0-9]+)","de mayo av","1158"
"CLUB ALEMAN","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","CORRIENTES AV. 327",NA,NA,"D2","corrientes av 327","^([a-z ]*)([0-9]+)","corrientes av","327"
"CLUB AMERICANO","CENTRO CULTURAL","VIAMONTE 1133",NA,NA,"D2","viamonte 1133","^([a-z ]*)([0-9]+)","viamonte","1133"
"NOTORIUS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CALLAO AV. 966",NA,NA,"D2","callao av 966","^([a-z ]*)([0-9]+)","callao av","966"
"TEATRO EL PICADERO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","DISCEPOLO, ENRIQUE SANTOS 1857",NA,NA,"D2","discepolo enrique santos 1857","^([a-z ]*)([0-9]+)","discepolo enrique santos","1857"
"NOAVESTRUZ","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","HUMBOLDT 1857",NA,NA,"D2","humboldt 1857","^([a-z ]*)([0-9]+)","humboldt","1857"
"EL PATIO DE LOS ACTORES","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","LERMA 568",NA,NA,"D2","lerma 568","^([a-z ]*)([0-9]+)","lerma","568"
"CAFE VINILO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","GORRITI 3780",NA,NA,"D2","gorriti 3780","^([a-z ]*)([0-9]+)","gorriti","3780"
"HASTA TRILCE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MAZA 1377",NA,NA,"D2","maza 1377","^([a-z ]*)([0-9]+)","maza","1377"
"THELONIUS CLUB","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SALGUERO, JERONIMO 1884",NA,NA,"D2","salguero jeronimo 1884","^([a-z ]*)([0-9]+)","salguero jeronimo","1884"
"CLUB ATLETICO FERNANDEZ FIERRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SANCHEZ DE BUSTAMANTE 764",NA,NA,"D2","sanchez de bustamante 764","^([a-z ]*)([0-9]+)","sanchez de bustamante","764"
"NICETO CLUB","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","VEGA, NICETO, CNEL. AV. 5510",NA,NA,"D2","vega niceto cnel av 5510","^([a-z ]*)([0-9]+)","vega niceto cnel av","5510"
"CENTRO CULTURAL DE LA MEMORIA HAROLDO CONTI","CENTRO CULTURAL","DEL LIBERTADOR AV. 8151",NA,NA,"D2","del libertador av 8151","^([a-z ]*)([0-9]+)","del libertador av","8151"
"AUDITORIO LOSADA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1551",NA,NA,"D2","corrientes av 1551","^([a-z ]*)([0-9]+)","corrientes av","1551"
"IL BALLO DEL MATTONE","BAR CULTURAL","GORRITI 5737",NA,NA,"D2","gorriti 5737","^([a-z ]*)([0-9]+)","gorriti","5737"
"LA CIGALE","BAR CULTURAL","25 DE MAYO 597",NA,NA,"D2","25 de mayo 597","^([a-z ]*)([0-9]+)","de mayo 597","25 de mayo 597"
"TEATRO METROPOLITAN 1 Y 2","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","CORRIENTES AV. 1343",NA,NA,"D2","corrientes av 1343","^([a-z ]*)([0-9]+)","corrientes av","1343"
"ASOCIACION LA NUBE, INFANCIA Y CULTURA","CENTRO CULTURAL","NEWBERY, JORGE AV. 3537",NA,NA,"D2","newbery jorge av 3537","^([a-z ]*)([0-9]+)","newbery jorge av","3537"
"TEATRO EL TINGLADO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BRAVO, MARIO 948",NA,NA,"D2","bravo mario 948","^([a-z ]*)([0-9]+)","bravo mario","948"
"TEATRO PORTEÑO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 1630",NA,NA,"D2","corrientes av 1630","^([a-z ]*)([0-9]+)","corrientes av","1630"
"AUDITORIO AMIA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PASTEUR 633",NA,NA,"D2","pasteur 633","^([a-z ]*)([0-9]+)","pasteur","633"
"TEATRO DEL VIEJO MERCADO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","LAVALLE 3177",NA,NA,"D2","lavalle 3177","^([a-z ]*)([0-9]+)","lavalle","3177"
"AUDITORIO DE LA FUNDACION BEETHOVEN","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","JUNCAL 1264",NA,NA,"D2","juncal 1264","^([a-z ]*)([0-9]+)","juncal","1264"
"GARRICK ARTE Y CULTURA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","AVELLANEDA AV. 1359",NA,NA,"D2","avellaneda av 1359","^([a-z ]*)([0-9]+)","avellaneda av","1359"
"MUSEO DEL AUTOMOVIL","MUSEO","IRIGOYEN 2265",NA,NA,"D2","irigoyen 2265","^([a-z ]*)([0-9]+)","irigoyen","2265"
"BIBLIOTECA DEL DRAGON","BIBLIOTECA","HUALFIN 933",NA,NA,"D2","hualfin 933","^([a-z ]*)([0-9]+)","hualfin","933"
"TADRON TEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","VEGA, NICETO, CNEL. 4802",NA,NA,"D2","vega niceto cnel 4802","^([a-z ]*)([0-9]+)","vega niceto cnel","4802"
"CENTRO CULTURAL LA MOROCHA","CENTRO CULTURAL","TUCUMAN 1735",NA,NA,"D2","tucuman 1735","^([a-z ]*)([0-9]+)","tucuman","1735"
"LA ESTACION, CASA DE ARTE","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","ZELAYA 3175",NA,NA,"D2","zelaya 3175","^([a-z ]*)([0-9]+)","zelaya","3175"
"CAFE HOMERO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CABRERA, JOSE A. 4946",NA,NA,"D2","cabrera jose a 4946","^([a-z ]*)([0-9]+)","cabrera jose a","4946"
"COLISEO SPORTS & FUN","BAR CULTURAL","FITZ ROY 2021",NA,NA,"D2","fitz roy 2021","^([a-z ]*)([0-9]+)","fitz roy","2021"
"SR. DUNCAN MULTIESPACIO CULTURAL","BAR CULTURAL","RIVADAVIA AV. 3832",NA,NA,"D2","rivadavia av 3832","^([a-z ]*)([0-9]+)","rivadavia av","3832"
"TEATRO EL LABERINTO DEL CICLOPE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MEXICO 1718",NA,NA,"D2","mexico 1718","^([a-z ]*)([0-9]+)","mexico","1718"
"TEATRO LA MUECA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORDOBA AV. 5300",NA,NA,"D2","cordoba av 5300","^([a-z ]*)([0-9]+)","cordoba av","5300"
"BORIS CLUB DE JAZZ","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","GORRITI 5568",NA,NA,"D2","gorriti 5568","^([a-z ]*)([0-9]+)","gorriti","5568"
"ESPACIO POLONIA TEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","FITZ ROY 1477",NA,NA,"D2","fitz roy 1477","^([a-z ]*)([0-9]+)","fitz roy","1477"
"INBOCCALUPO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ARREDONDO, VIRREY 2495",NA,NA,"D2","arredondo virrey 2495","^([a-z ]*)([0-9]+)","arredondo virrey","2495"
"ABASTO SOCIAL CLUB","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","YATAY 666",NA,NA,"D2","yatay 666","^([a-z ]*)([0-9]+)","yatay","666"
"OVEJA DESCARRIADA!","BAR CULTURAL","ARAOZ 1047",NA,NA,"D2","araoz 1047","^([a-z ]*)([0-9]+)","araoz","1047"
"EL EMERGENTE BAR CLUB","BAR CULTURAL","GALLO 333",NA,NA,"D2","gallo 333","^([a-z ]*)([0-9]+)","gallo","333"
"EL QUETZAL CASA CULTURAL","CENTRO CULTURAL","GUATEMALA 4516",NA,NA,"D2","guatemala 4516","^([a-z ]*)([0-9]+)","guatemala","4516"
